location_name,asset_type,timestamp,temperature_2m,cloudcover,shortwave_radiation,windspeed_10m,winddirection_10m,precipitation
Tumkur,solar,2025-12-21T10:00,21.5,56,659.0,12.0,81,0.0
Tumkur,solar,2025-12-21T11:00,22.5,93,802.0,10.8,86,0.0
Tumkur,solar,2025-12-21T12:00,23.6,53,865.0,10.6,86,0.0
Tumkur,solar,2025-12-21T13:00,24.5,0,852.0,9.9,93,0.0
Tumkur,solar,2025-12-21T14:00,25.0,9,765.0,9.9,93,0.0
Tumkur,solar,2025-12-21T15:00,25.1,17,609.0,10.3,89,0.0
Tumkur,solar,2025-12-21T16:00,24.6,20,401.0,9.7,88,0.0
Tumkur,solar,2025-12-21T17:00,22.4,28,170.0,5.4,98,0.0
Tumkur,solar,2025-12-21T18:00,19.9,59,12.0,7.2,103,0.0
Tumkur,solar,2025-12-21T19:00,19.2,23,0.0,9.8,98,0.0
Tumkur,solar,2025-12-21T20:00,18.5,70,0.0,11.2,92,0.0
Tumkur,solar,2025-12-21T21:00,17.6,55,0.0,10.2,97,0.0
Tumkur,solar,2025-12-21T22:00,16.6,1,0.0,10.7,68,0.0
Tumkur,solar,2025-12-21T23:00,15.6,9,0.0,10.5,65,0.0
Tumkur,solar,2025-12-22T00:00,15.0,34,0.0,11.6,78,0.0
Tumkur,solar,2025-12-22T01:00,14.9,20,0.0,12.1,75,0.0
Tumkur,solar,2025-12-22T02:00,14.9,5,0.0,11.2,78,0.0
Tumkur,solar,2025-12-22T03:00,14.6,10,0.0,10.4,75,0.0
Tumkur,solar,2025-12-22T04:00,14.4,48,0.0,10.1,71,0.0
Tumkur,solar,2025-12-22T05:00,14.1,5,0.0,9.4,77,0.0
Tumkur,solar,2025-12-22T06:00,13.8,28,0.0,7.7,78,0.0
Tumkur,solar,2025-12-22T07:00,14.2,100,39.0,9.2,79,0.0
Tumkur,solar,2025-12-22T08:00,16.2,88,203.0,10.0,70,0.0
Tumkur,solar,2025-12-22T09:00,18.7,21,472.0,12.4,76,0.0
Tumkur,solar,2025-12-22T10:00,20.4,23,644.0,14.7,78,0.0
Tumkur,solar,2025-12-22T11:00,21.6,78,773.0,13.2,75,0.0
Tumkur,solar,2025-12-22T12:00,22.6,63,766.0,11.7,76,0.0
Tumkur,solar,2025-12-22T13:00,23.8,98,838.0,10.2,80,0.0
Tumkur,solar,2025-12-22T14:00,24.5,100,741.0,10.7,78,0.0
Tumkur,solar,2025-12-22T15:00,24.8,100,562.0,10.5,87,0.0
Tumkur,solar,2025-12-22T16:00,24.4,100,371.0,10.1,94,0.0
Tumkur,solar,2025-12-22T17:00,22.4,98,156.0,9.1,108,0.0
Tumkur,solar,2025-12-22T18:00,20.2,98,11.0,7.9,114,0.0
Tumkur,solar,2025-12-22T19:00,18.6,100,0.0,6.6,99,0.0
Tumkur,solar,2025-12-22T20:00,17.8,100,0.0,8.1,96,0.0
Tumkur,solar,2025-12-22T21:00,17.2,98,0.0,9.0,95,0.0
Tumkur,solar,2025-12-22T22:00,16.9,94,0.0,10.6,93,0.0
Tumkur,solar,2025-12-22T23:00,16.6,89,0.0,12.0,97,0.0
Tumkur,solar,2025-12-23T00:00,16.1,98,0.0,12.2,99,0.0
Tumkur,solar,2025-12-23T01:00,15.9,100,0.0,12.2,99,0.0
Tumkur,solar,2025-12-23T02:00,15.4,100,0.0,11.2,96,0.0
Tumkur,solar,2025-12-23T03:00,15.1,96,0.0,10.3,94,0.0
Tumkur,solar,2025-12-23T04:00,15.0,95,0.0,10.5,94,0.0
Tumkur,solar,2025-12-23T05:00,15.4,100,0.0,10.8,101,0.0
Tumkur,solar,2025-12-23T06:00,15.3,100,0.0,10.4,107,0.0
Tumkur,solar,2025-12-23T07:00,15.5,99,24.0,9.7,112,0.0
Tumkur,solar,2025-12-23T08:00,16.8,81,150.0,10.1,109,0.0
Tumkur,solar,2025-12-23T09:00,19.2,100,430.0,8.5,107,0.0
Tumkur,solar,2025-12-23T10:00,21.2,62,658.0,10.8,89,0.0
Tumkur,solar,2025-12-23T11:00,22.5,44,798.0,9.7,78,0.0
Tumkur,solar,2025-12-23T12:00,23.7,82,859.0,9.8,67,0.0
Tumkur,solar,2025-12-23T13:00,24.6,84,845.0,10.1,61,0.0
Tumkur,solar,2025-12-23T14:00,25.1,83,756.0,11.2,58,0.0
Tumkur,solar,2025-12-23T15:00,25.0,89,598.0,12.1,58,0.0
Tumkur,solar,2025-12-23T16:00,24.5,82,395.0,11.2,62,0.0
Tumkur,solar,2025-12-23T17:00,22.3,97,169.0,5.8,68,0.0
Tumkur,solar,2025-12-23T18:00,20.0,13,13.0,7.1,69,0.0
Tumkur,solar,2025-12-23T19:00,19.2,0,0.0,10.4,62,0.0
Tumkur,solar,2025-12-23T20:00,18.9,0,0.0,12.8,56,0.0
Tumkur,solar,2025-12-23T21:00,18.3,0,0.0,13.0,59,0.0
Tumkur,solar,2025-12-23T22:00,17.4,0,0.0,12.5,72,0.0
Tumkur,solar,2025-12-23T23:00,16.5,0,0.0,10.9,81,0.0
Tumkur,solar,2025-12-24T00:00,15.9,0,0.0,10.1,85,0.0
Tumkur,solar,2025-12-24T01:00,15.4,0,0.0,10.4,88,0.0
Tumkur,solar,2025-12-24T02:00,15.1,0,0.0,10.8,87,0.0
Tumkur,solar,2025-12-24T03:00,14.6,2,0.0,10.6,81,0.0
Tumkur,solar,2025-12-24T04:00,14.2,0,0.0,10.4,79,0.0
Tumkur,solar,2025-12-24T05:00,14.1,0,0.0,11.7,75,0.0
Tumkur,solar,2025-12-24T06:00,14.4,0,0.0,11.8,82,0.0
Tumkur,solar,2025-12-24T07:00,15.4,3,41.0,11.9,94,0.0
Tumkur,solar,2025-12-24T08:00,17.8,0,229.0,8.7,96,0.0
Tumkur,solar,2025-12-24T09:00,20.2,72,458.0,12.1,87,0.0
Tumkur,solar,2025-12-24T10:00,21.6,36,660.0,11.0,80,0.0
Tumkur,solar,2025-12-24T11:00,22.4,31,800.0,8.5,83,0.0
Tumkur,solar,2025-12-24T12:00,23.3,41,865.0,7.4,89,0.0
Tumkur,solar,2025-12-24T13:00,24.0,82,853.0,7.0,89,0.0
Tumkur,solar,2025-12-24T14:00,24.4,87,767.0,7.1,84,0.0
Tumkur,solar,2025-12-24T15:00,24.4,95,613.0,7.4,87,0.0
Tumkur,solar,2025-12-24T16:00,24.0,94,406.0,6.5,90,0.0
Tumkur,solar,2025-12-24T17:00,22.8,99,175.0,2.2,95,0.0
Tumkur,solar,2025-12-24T18:00,20.3,95,13.0,2.1,75,0.0
Tumkur,solar,2025-12-24T19:00,18.3,100,0.0,6.4,54,0.0
Tumkur,solar,2025-12-24T20:00,18.1,92,0.0,11.2,64,0.0
Tumkur,solar,2025-12-24T21:00,17.9,100,0.0,13.7,74,0.0
Tumkur,solar,2025-12-24T22:00,17.2,80,0.0,11.4,78,0.0
Tumkur,solar,2025-12-24T23:00,16.3,1,0.0,11.4,84,0.0
Tumkur,solar,2025-12-25T00:00,15.9,1,0.0,12.6,86,0.0
Tumkur,solar,2025-12-25T01:00,15.1,0,0.0,12.2,77,0.0
Tumkur,solar,2025-12-25T02:00,14.6,0,0.0,11.9,76,0.0
Tumkur,solar,2025-12-25T03:00,14.4,0,0.0,12.1,80,0.0
Tumkur,solar,2025-12-25T04:00,14.5,0,0.0,12.3,82,0.0
Tumkur,solar,2025-12-25T05:00,14.4,0,0.0,11.0,84,0.0
Tumkur,solar,2025-12-25T06:00,14.4,0,0.0,10.6,87,0.0
Tumkur,solar,2025-12-25T07:00,15.1,2,40.0,12.4,90,0.0
Tumkur,solar,2025-12-25T08:00,17.2,2,217.0,9.9,91,0.0
Tumkur,solar,2025-12-25T09:00,20.0,0,461.0,11.3,89,0.0
Tumkur,solar,2025-12-25T10:00,21.8,1,659.0,10.3,86,0.0
Tumkur,solar,2025-12-25T11:00,22.9,0,796.0,8.6,70,0.0
Tumkur,solar,2025-12-25T12:00,24.1,0,865.0,8.3,66,0.0
Tumkur,solar,2025-12-25T13:00,24.9,0,854.0,7.9,70,0.0
Tumkur,solar,2025-12-25T14:00,25.2,5,767.0,7.3,80,0.0
Tumkur,solar,2025-12-25T15:00,25.3,38,613.0,7.4,90,0.0
Tumkur,solar,2025-12-25T16:00,24.9,29,408.0,8.7,94,0.0
Tumkur,solar,2025-12-25T17:00,23.5,29,179.0,2.9,101,0.0
Tumkur,solar,2025-12-25T18:00,21.1,41,14.0,1.3,82,0.0
Tumkur,solar,2025-12-25T19:00,18.7,20,0.0,4.9,62,0.0
Tumkur,solar,2025-12-25T20:00,17.8,0,0.0,7.6,86,0.0
Tumkur,solar,2025-12-25T21:00,17.5,0,0.0,8.0,134,0.0
Tumkur,solar,2025-12-25T22:00,16.8,0,0.0,6.6,112,0.0
Tumkur,solar,2025-12-25T23:00,17.6,5,0.0,12.4,103,0.0
Tumkur,solar,2025-12-26T00:00,17.5,0,0.0,16.5,101,0.0
Tumkur,solar,2025-12-26T01:00,17.0,7,0.0,17.5,104,0.0
Tumkur,solar,2025-12-26T02:00,17.1,5,0.0,15.9,102,0.0
Tumkur,solar,2025-12-26T03:00,17.1,71,0.0,11.2,101,0.0
Tumkur,solar,2025-12-26T04:00,17.0,100,0.0,6.5,93,0.0
Tumkur,solar,2025-12-26T05:00,17.1,100,0.0,6.5,85,0.0
Tumkur,solar,2025-12-26T06:00,17.1,100,0.0,9.7,86,0.0
Tumkur,solar,2025-12-26T07:00,17.0,41,19.0,11.5,94,0.0
Tumkur,solar,2025-12-26T08:00,18.3,45,181.0,12.6,90,0.0
Tumkur,solar,2025-12-26T09:00,20.4,45,419.0,11.9,80,0.0
Tumkur,solar,2025-12-26T10:00,22.4,1,629.0,11.5,76,0.0
Tumkur,solar,2025-12-26T11:00,23.8,50,784.0,12.3,87,0.0
Tumkur,solar,2025-12-26T12:00,25.0,4,758.0,12.1,93,0.0
Tumkur,solar,2025-12-26T13:00,25.5,28,792.0,12.9,97,0.0
Tumkur,solar,2025-12-26T14:00,25.8,20,661.0,13.0,100,0.0
Tumkur,solar,2025-12-26T15:00,25.7,21,525.0,13.2,101,0.0
Tumkur,solar,2025-12-26T16:00,25.4,41,365.0,12.1,108,0.0
Tumkur,solar,2025-12-26T17:00,23.8,23,161.0,6.2,134,0.0
Tumkur,solar,2025-12-26T18:00,21.5,27,13.0,7.5,110,0.0
Tumkur,solar,2025-12-26T19:00,21.2,48,0.0,10.7,96,0.0
Tumkur,solar,2025-12-26T20:00,20.0,6,0.0,9.8,85,0.0
Tumkur,solar,2025-12-26T21:00,19.0,8,0.0,9.4,73,0.0
Tumkur,solar,2025-12-26T22:00,18.0,8,0.0,10.6,81,0.0
Tumkur,solar,2025-12-26T23:00,17.2,11,0.0,10.4,90,0.0
Tumkur,solar,2025-12-27T00:00,16.9,11,0.0,11.8,101,0.0
Tumkur,solar,2025-12-27T01:00,16.5,10,0.0,12.5,102,0.0
Tumkur,solar,2025-12-27T02:00,15.8,10,0.0,12.8,96,0.0
Tumkur,solar,2025-12-27T03:00,15.5,54,0.0,13.0,93,0.0
Tumkur,solar,2025-12-27T04:00,15.5,100,0.0,13.3,90,0.0
Tumkur,solar,2025-12-27T05:00,15.4,100,0.0,11.4,95,0.0
Tumkur,solar,2025-12-27T06:00,15.6,100,0.0,12.0,97,0.0
Tumkur,solar,2025-12-27T07:00,15.8,100,17.0,11.0,92,0.0
Tumkur,solar,2025-12-27T08:00,17.1,5,139.0,11.5,86,0.0
Tumkur,solar,2025-12-27T09:00,19.9,0,444.0,11.2,74,0.0
Tumkur,solar,2025-12-27T10:00,21.9,0,658.0,13.6,62,0.0
Tumkur,solar,2025-12-27T11:00,22.8,0,793.0,13.1,54,0.0
Tumkur,solar,2025-12-27T12:00,23.8,0,858.0,11.8,51,0.0
Tumkur,solar,2025-12-27T13:00,24.5,0,849.0,11.6,53,0.0
Tumkur,solar,2025-12-27T14:00,25.0,0,765.0,11.6,57,0.0
Tumkur,solar,2025-12-27T15:00,25.0,0,614.0,11.2,64,0.0
Tumkur,solar,2025-12-27T16:00,24.5,0,410.0,10.7,68,0.0
Tumkur,solar,2025-12-27T17:00,22.2,6,181.0,5.5,58,0.0
Tumkur,solar,2025-12-27T18:00,19.2,0,15.0,6.5,66,0.0
Tumkur,solar,2025-12-27T19:00,18.2,0,0.0,8.0,72,0.0
Tumkur,solar,2025-12-27T20:00,17.6,1,0.0,9.6,76,0.0
Tumkur,solar,2025-12-27T21:00,17.1,2,0.0,9.6,74,0.0
Tumkur,solar,2025-12-27T22:00,16.5,1,0.0,10.4,70,0.0
Tumkur,solar,2025-12-27T23:00,16.1,0,0.0,9.9,74,0.0
Tumkur,solar,2025-12-28T00:00,15.8,0,0.0,10.1,84,0.0
Tumkur,solar,2025-12-28T01:00,15.4,0,0.0,12.0,98,0.0
Tumkur,solar,2025-12-28T02:00,15.2,0,0.0,13.1,103,0.0
Tumkur,solar,2025-12-28T03:00,14.8,0,0.0,12.5,96,0.0
Tumkur,solar,2025-12-28T04:00,14.6,0,0.0,12.1,97,0.0
Tumkur,solar,2025-12-28T05:00,14.8,0,0.0,12.0,104,0.0
Tumkur,solar,2025-12-28T06:00,14.8,2,0.0,10.7,102,0.0
Tumkur,solar,2025-12-28T07:00,15.3,18,36.0,11.0,105,0.0
Tumkur,solar,2025-12-28T08:00,17.2,10,207.0,7.7,108,0.0
Tumkur,solar,2025-12-28T09:00,19.6,4,434.0,7.2,104,0.0
Tumkur,solar,2025-12-28T10:00,21.5,0,641.0,6.1,92,0.0
Tumkur,solar,2025-12-28T11:00,22.5,5,780.0,4.3,62,0.0
Tumkur,solar,2025-12-28T12:00,23.8,84,828.0,6.1,40,0.0
Tumkur,solar,2025-12-28T13:00,24.5,59,829.0,7.4,49,0.0
Tumkur,solar,2025-12-28T14:00,25.0,1,753.0,7.8,50,0.0
Tumkur,solar,2025-12-28T15:00,25.0,1,603.0,8.0,50,0.0
Tumkur,solar,2025-12-28T16:00,24.6,1,400.0,7.5,42,0.0
Tumkur,solar,2025-12-28T17:00,22.9,0,176.0,4.0,3,0.0
Tumkur,solar,2025-12-28T18:00,20.1,2,16.0,5.6,2,0.0
Tumkur,solar,2025-12-28T19:00,19.0,3,0.0,8.0,28,0.0
Tumkur,solar,2025-12-28T20:00,18.5,1,0.0,12.5,32,0.0
Tumkur,solar,2025-12-28T21:00,18.0,61,0.0,12.9,43,0.0
Tumkur,solar,2025-12-28T22:00,17.1,88,0.0,10.9,68,0.0
Tumkur,solar,2025-12-28T23:00,16.3,73,0.0,10.8,69,0.0
Tumkur,solar,2025-12-29T00:00,15.9,27,0.0,11.2,75,0.0
Tumkur,solar,2025-12-29T01:00,15.3,73,0.0,10.8,75,0.0
Tumkur,solar,2025-12-29T02:00,14.9,91,0.0,10.9,81,0.0
Tumkur,solar,2025-12-29T03:00,14.5,21,0.0,10.6,89,0.0
Tumkur,solar,2025-12-29T04:00,14.3,0,0.0,10.5,83,0.0
Tumkur,solar,2025-12-29T05:00,14.6,13,0.0,10.6,90,0.0
Tumkur,solar,2025-12-29T06:00,14.8,58,0.0,10.3,92,0.0
Tumkur,solar,2025-12-29T07:00,15.4,62,30.0,12.1,97,0.0
Tumkur,solar,2025-12-29T08:00,17.0,38,164.0,10.4,99,0.0
Tumkur,solar,2025-12-29T09:00,19.7,13,427.0,9.0,105,0.0
Tumkur,solar,2025-12-29T10:00,22.0,0,629.0,8.7,96,0.0
Tumkur,solar,2025-12-29T11:00,23.3,0,773.0,6.7,90,0.0
Tumkur,solar,2025-12-29T12:00,24.7,1,839.0,6.1,76,0.0
Tumkur,solar,2025-12-29T13:00,25.5,2,830.0,6.1,62,0.0
Tumkur,solar,2025-12-29T14:00,26.0,2,747.0,6.3,72,0.0
Tumkur,solar,2025-12-29T15:00,26.1,4,598.0,6.5,82,0.0
Tumkur,solar,2025-12-29T16:00,25.8,6,395.0,6.6,77,0.0
Tumkur,solar,2025-12-29T17:00,24.1,16,171.0,4.8,53,0.0
Tumkur,solar,2025-12-29T18:00,21.4,7,15.0,5.8,39,0.0
Tumkur,solar,2025-12-29T19:00,20.8,27,0.0,10.7,30,0.0
Tumkur,solar,2025-12-29T20:00,20.5,67,0.0,14.5,32,0.0
Tumkur,solar,2025-12-29T21:00,19.5,98,0.0,12.4,42,0.0
Tumkur,solar,2025-12-29T22:00,18.6,97,0.0,11.4,53,0.0
Tumkur,solar,2025-12-29T23:00,18.0,99,0.0,11.4,62,0.0
Tumkur,solar,2025-12-30T00:00,17.4,90,0.0,11.6,57,0.0
Tumkur,solar,2025-12-30T01:00,16.7,98,0.0,10.9,66,0.0
Tumkur,solar,2025-12-30T02:00,16.1,97,0.0,11.1,70,0.0
Tumkur,solar,2025-12-30T03:00,15.7,96,0.0,10.2,73,0.0
Tumkur,solar,2025-12-30T04:00,15.4,98,0.0,8.6,78,0.0
Tumkur,solar,2025-12-30T05:00,15.3,100,0.0,8.3,103,0.0
Tumkur,solar,2025-12-30T06:00,15.7,91,0.0,8.1,108,0.0
Tumkur,solar,2025-12-30T07:00,16.4,91,32.0,9.8,110,0.0
Tumkur,solar,2025-12-30T08:00,18.2,73,182.0,6.3,117,0.0
Tumkur,solar,2025-12-30T09:00,20.6,79,414.0,5.1,132,0.0
Tumkur,solar,2025-12-30T10:00,22.5,80,627.0,2.3,135,0.0
Tumkur,solar,2025-12-30T11:00,23.4,82,771.0,0.7,360,0.0
Tumkur,solar,2025-12-30T12:00,25.0,64,750.0,0.9,323,0.0
Tumkur,solar,2025-12-30T13:00,25.5,53,787.0,2.0,280,0.0
Tumkur,solar,2025-12-30T14:00,25.9,84,750.0,2.5,270,0.0
Tumkur,solar,2025-12-30T15:00,26.0,97,600.0,2.1,232,0.0
Tumkur,solar,2025-12-30T16:00,25.7,68,396.0,2.1,211,0.0
Tumkur,solar,2025-12-30T17:00,24.8,25,171.0,0.4,90,0.0
Tumkur,solar,2025-12-30T18:00,22.6,9,16.0,2.6,51,0.0
Tumkur,solar,2025-12-30T19:00,21.5,13,0.0,8.2,50,0.0
Tumkur,solar,2025-12-30T20:00,21.0,7,0.0,11.9,56,0.0
Tumkur,solar,2025-12-30T21:00,20.8,13,0.0,15.5,58,0.0
Tumkur,solar,2025-12-30T22:00,19.7,6,0.0,14.1,65,0.0
Tumkur,solar,2025-12-30T23:00,18.8,0,0.0,13.4,70,0.0
Tumkur,solar,2025-12-31T00:00,18.4,0,0.0,13.5,86,0.0
Tumkur,solar,2025-12-31T01:00,18.0,0,0.0,11.2,88,0.0
Tumkur,solar,2025-12-31T02:00,17.0,0,0.0,10.0,97,0.0
Tumkur,solar,2025-12-31T03:00,16.3,0,0.0,8.8,101,0.0
Tumkur,solar,2025-12-31T04:00,15.6,21,0.0,6.7,98,0.0
Tumkur,solar,2025-12-31T05:00,15.9,0,0.0,6.8,122,0.0
Tumkur,solar,2025-12-31T06:00,15.2,0,0.0,5.2,117,0.0
Tumkur,solar,2025-12-31T07:00,16.6,2,33.0,5.8,99,0.0
Tumkur,solar,2025-12-31T08:00,18.8,2,197.0,2.7,86,0.0
Tumkur,solar,2025-12-31T09:00,21.1,1,433.0,2.7,94,0.0
Tumkur,solar,2025-12-31T10:00,23.1,0,629.0,1.3,124,0.0
Tumkur,solar,2025-12-31T11:00,24.1,67,766.0,2.4,253,0.0
Tumkur,solar,2025-12-31T12:00,25.7,89,824.0,4.1,236,0.0
Tumkur,solar,2025-12-31T13:00,26.3,75,727.0,5.7,235,0.0
Tumkur,solar,2025-12-31T14:00,26.2,96,550.0,5.8,234,0.0
Tumkur,solar,2025-12-31T15:00,26.1,100,386.0,3.7,259,0.0
Tumkur,solar,2025-12-31T16:00,25.9,98,278.0,2.1,285,0.0
Tumkur,solar,2025-12-31T17:00,25.0,97,125.0,2.4,17,0.0
Tumkur,solar,2025-12-31T18:00,23.0,98,16.0,3.0,346,0.0
Tumkur,solar,2025-12-31T19:00,22.5,97,0.0,1.6,27,0.0
Tumkur,solar,2025-12-31T20:00,21.3,97,0.0,3.7,51,0.0
Tumkur,solar,2025-12-31T21:00,20.8,99,0.0,5.3,66,0.0
Tumkur,solar,2025-12-31T22:00,20.5,100,0.0,9.8,122,0.0
Tumkur,solar,2025-12-31T23:00,19.8,100,0.0,3.6,240,0.0
Chitradurga,solar,2025-01-01T00:00,18.6,0,0.0,9.8,84,0.0
Chitradurga,solar,2025-01-01T01:00,17.8,0,0.0,10.0,108,0.0
Chitradurga,solar,2025-01-01T02:00,17.1,0,0.0,9.4,114,0.0
Chitradurga,solar,2025-01-01T03:00,16.9,0,0.0,9.1,112,0.0
Chitradurga,solar,2025-01-01T04:00,16.6,0,0.0,8.7,114,0.0
Chitradurga,solar,2025-01-01T05:00,16.2,0,0.0,8.4,124,0.0
Chitradurga,solar,2025-01-01T06:00,16.9,0,0.0,7.8,122,0.0
Chitradurga,solar,2025-01-01T07:00,17.4,0,26.0,9.7,119,0.0
Chitradurga,solar,2025-01-01T08:00,20.0,21,205.0,10.8,111,0.0
Chitradurga,solar,2025-01-01T09:00,22.2,65,429.0,14.5,101,0.0
Chitradurga,solar,2025-01-01T10:00,24.0,52,623.0,16.9,88,0.0
Chitradurga,solar,2025-01-01T11:00,25.5,93,765.0,17.8,83,0.0
Chitradurga,solar,2025-01-01T12:00,26.7,69,834.0,17.8,79,0.0
Chitradurga,solar,2025-01-01T13:00,27.5,85,834.0,17.3,75,0.0
Chitradurga,solar,2025-01-01T14:00,27.7,81,755.0,17.6,72,0.0
Chitradurga,solar,2025-01-01T15:00,27.5,9,612.0,18.1,73,0.0
Chitradurga,solar,2025-01-01T16:00,26.7,68,414.0,17.8,74,0.0
Chitradurga,solar,2025-01-01T17:00,25.1,1,190.0,14.0,75,0.0
Chitradurga,solar,2025-01-01T18:00,22.8,7,20.0,10.7,83,0.0
Chitradurga,solar,2025-01-01T19:00,21.6,0,0.0,11.0,94,0.0
Chitradurga,solar,2025-01-01T20:00,21.0,0,0.0,11.3,99,0.0
Chitradurga,solar,2025-01-01T21:00,20.5,0,0.0,11.0,100,0.0
Chitradurga,solar,2025-01-01T22:00,19.7,0,0.0,8.9,104,0.0
Chitradurga,solar,2025-01-01T23:00,18.9,0,0.0,8.1,111,0.0
Chitradurga,solar,2025-01-02T00:00,18.0,85,0.0,7.4,108,0.0
Chitradurga,solar,2025-01-02T01:00,17.2,95,0.0,7.4,113,0.0
Chitradurga,solar,2025-01-02T02:00,16.7,100,0.0,7.7,120,0.0
Chitradurga,solar,2025-01-02T03:00,16.1,100,0.0,7.0,102,0.0
Chitradurga,solar,2025-01-02T04:00,15.7,96,0.0,6.7,99,0.0
Chitradurga,solar,2025-01-02T05:00,15.4,99,0.0,6.7,104,0.0
Chitradurga,solar,2025-01-02T06:00,16.2,92,0.0,9.5,105,0.0
Chitradurga,solar,2025-01-02T07:00,16.9,100,25.0,11.5,110,0.0
Chitradurga,solar,2025-01-02T08:00,19.2,100,199.0,11.9,101,0.0
Chitradurga,solar,2025-01-02T09:00,21.5,100,423.0,17.5,90,0.0
Chitradurga,solar,2025-01-02T10:00,23.2,100,617.0,19.1,82,0.0
Chitradurga,solar,2025-01-02T11:00,24.8,100,759.0,18.6,78,0.0
Chitradurga,solar,2025-01-02T12:00,26.0,100,828.0,18.4,76,0.0
Chitradurga,solar,2025-01-02T13:00,26.9,100,822.0,18.5,75,0.0
Chitradurga,solar,2025-01-02T14:00,27.1,100,722.0,18.3,75,0.0
Chitradurga,solar,2025-01-02T15:00,26.9,100,566.0,18.0,76,0.0
Chitradurga,solar,2025-01-02T16:00,26.1,100,376.0,18.1,77,0.0
Chitradurga,solar,2025-01-02T17:00,24.5,100,163.0,15.3,77,0.0
Chitradurga,solar,2025-01-02T18:00,22.6,100,17.0,12.3,84,0.0
Chitradurga,solar,2025-01-02T19:00,21.5,100,0.0,12.8,87,0.0
Chitradurga,solar,2025-01-02T20:00,20.5,100,0.0,11.3,81,0.0
Chitradurga,solar,2025-01-02T21:00,19.6,100,0.0,9.9,74,0.0
Chitradurga,solar,2025-01-02T22:00,18.8,100,0.0,8.2,82,0.0
Chitradurga,solar,2025-01-02T23:00,18.1,100,0.0,8.3,94,0.0
Chitradurga,solar,2025-01-03T00:00,17.5,97,0.0,7.7,99,0.0
Chitradurga,solar,2025-01-03T01:00,17.2,33,0.0,8.1,94,0.0
Chitradurga,solar,2025-01-03T02:00,16.7,1,0.0,8.5,95,0.0
Chitradurga,solar,2025-01-03T03:00,16.1,3,0.0,8.0,118,0.0
Chitradurga,solar,2025-01-03T04:00,15.3,71,0.0,6.1,120,0.0
Chitradurga,solar,2025-01-03T05:00,15.1,100,0.0,5.8,120,0.0
Chitradurga,solar,2025-01-03T06:00,15.9,100,0.0,6.1,114,0.0
Chitradurga,solar,2025-01-03T07:00,16.4,100,22.0,8.1,102,0.0
Chitradurga,solar,2025-01-03T08:00,18.6,100,177.0,13.8,97,0.0
Chitradurga,solar,2025-01-03T09:00,20.8,99,359.0,17.1,89,0.0
Chitradurga,solar,2025-01-03T10:00,22.6,99,576.0,18.2,88,0.0
Chitradurga,solar,2025-01-03T11:00,24.3,99,740.0,19.3,85,0.0
Chitradurga,solar,2025-01-03T12:00,25.5,99,815.0,19.8,82,0.0
Chitradurga,solar,2025-01-03T13:00,26.5,94,816.0,19.8,80,0.0
Chitradurga,solar,2025-01-03T14:00,26.8,52,746.0,20.3,78,0.0
Chitradurga,solar,2025-01-03T15:00,26.5,43,613.0,20.5,77,0.0
Chitradurga,solar,2025-01-03T16:00,25.8,71,416.0,20.3,77,0.0
Chitradurga,solar,2025-01-03T17:00,24.4,7,194.0,17.2,79,0.0
Chitradurga,solar,2025-01-03T18:00,22.6,1,22.0,15.5,87,0.0
Chitradurga,solar,2025-01-03T19:00,21.5,0,0.0,15.1,90,0.0
Chitradurga,solar,2025-01-03T20:00,20.7,3,0.0,15.1,93,0.0
Chitradurga,solar,2025-01-03T21:00,20.0,58,0.0,14.0,97,0.0
Chitradurga,solar,2025-01-03T22:00,19.0,93,0.0,11.8,102,0.0
Chitradurga,solar,2025-01-03T23:00,18.2,19,0.0,11.1,107,0.0
Chitradurga,solar,2025-01-04T00:00,17.5,0,0.0,10.7,115,0.0
Chitradurga,solar,2025-01-04T01:00,17.0,0,0.0,10.4,120,0.0
Chitradurga,solar,2025-01-04T02:00,15.9,0,0.0,9.0,125,0.0
Chitradurga,solar,2025-01-04T03:00,15.1,0,0.0,8.2,122,0.0
Chitradurga,solar,2025-01-04T04:00,14.6,0,0.0,7.5,120,0.0
Chitradurga,solar,2025-01-04T05:00,13.9,0,0.0,6.6,116,0.0
Chitradurga,solar,2025-01-04T06:00,13.9,0,0.0,6.3,117,0.0
Chitradurga,solar,2025-01-04T07:00,14.8,0,25.0,8.7,117,0.0
Chitradurga,solar,2025-01-04T08:00,18.0,0,207.0,9.7,108,0.0
Chitradurga,solar,2025-01-04T09:00,20.7,41,437.0,14.6,103,0.0
Chitradurga,solar,2025-01-04T10:00,22.9,49,636.0,17.4,97,0.0
Chitradurga,solar,2025-01-04T11:00,24.6,71,779.0,19.5,93,0.0
Chitradurga,solar,2025-01-04T12:00,26.0,55,851.0,19.1,94,0.0
Chitradurga,solar,2025-01-04T13:00,26.8,56,851.0,18.2,92,0.0
Chitradurga,solar,2025-01-04T14:00,27.0,61,774.0,16.6,90,0.0
Chitradurga,solar,2025-01-04T15:00,27.0,35,628.0,16.1,86,0.0
Chitradurga,solar,2025-01-04T16:00,26.2,0,428.0,15.7,85,0.0
Chitradurga,solar,2025-01-04T17:00,24.5,39,200.0,11.4,79,0.0
Chitradurga,solar,2025-01-04T18:00,21.9,78,23.0,9.1,82,0.0
Chitradurga,solar,2025-01-04T19:00,20.9,32,0.0,10.0,84,0.0
