location_name,asset_type,timestamp,temperature_2m,cloudcover,shortwave_radiation,windspeed_10m,winddirection_10m,precipitation
Tumkur,solar,2025-01-01T00:00,18.5,0,0.0,13.7,69,0.0
Tumkur,solar,2025-01-01T01:00,17.7,0,0.0,12.5,72,0.0
Tumkur,solar,2025-01-01T02:00,17.0,0,0.0,12.6,73,0.0
Tumkur,solar,2025-01-01T03:00,16.5,0,0.0,12.2,77,0.0
Tumkur,solar,2025-01-01T04:00,16.0,11,0.0,11.9,76,0.0
Tumkur,solar,2025-01-01T05:00,15.4,0,0.0,10.0,76,0.0
Tumkur,solar,2025-01-01T06:00,16.4,0,0.0,9.7,79,0.0
Tumkur,solar,2025-01-01T07:00,17.1,55,34.0,11.5,82,0.0
Tumkur,solar,2025-01-01T08:00,19.7,0,225.0,11.4,85,0.0
Tumkur,solar,2025-01-01T09:00,22.1,89,452.0,15.4,85,0.0
Tumkur,solar,2025-01-01T10:00,24.1,83,648.0,16.7,76,0.0
Tumkur,solar,2025-01-01T11:00,25.4,97,784.0,17.1,72,0.0
Tumkur,solar,2025-01-01T12:00,26.3,91,853.0,16.3,70,0.0
Tumkur,solar,2025-01-01T13:00,26.9,96,846.0,15.5,70,0.0
Tumkur,solar,2025-01-01T14:00,27.1,100,758.0,15.3,68,0.0
Tumkur,solar,2025-01-01T15:00,27.0,94,607.0,16.1,66,0.0
Tumkur,solar,2025-01-01T16:00,26.2,8,409.0,16.6,63,0.0
Tumkur,solar,2025-01-01T17:00,24.9,4,185.0,13.6,58,0.0
Tumkur,solar,2025-01-01T18:00,22.5,14,18.0,10.6,56,0.0
Tumkur,solar,2025-01-01T19:00,21.3,25,0.0,11.2,60,0.0
Tumkur,solar,2025-01-01T20:00,20.3,30,0.0,9.4,59,0.0
Tumkur,solar,2025-01-01T21:00,19.5,70,0.0,10.0,62,0.0
Tumkur,solar,2025-01-01T22:00,18.5,96,0.0,10.0,82,0.0
Tumkur,solar,2025-01-01T23:00,17.9,99,0.0,9.7,78,0.0
Tumkur,solar,2025-01-02T00:00,17.1,100,0.0,8.6,79,0.0
Tumkur,solar,2025-01-02T01:00,16.5,100,0.0,8.6,89,0.0
Tumkur,solar,2025-01-02T02:00,16.2,99,0.0,8.8,90,0.0
Tumkur,solar,2025-01-02T03:00,16.1,100,0.0,8.8,95,0.0
Tumkur,solar,2025-01-02T04:00,16.1,100,0.0,8.7,95,0.0
Tumkur,solar,2025-01-02T05:00,16.1,100,0.0,9.4,97,0.0
Tumkur,solar,2025-01-02T06:00,16.3,99,0.0,10.5,93,0.0
Tumkur,solar,2025-01-02T07:00,16.5,99,28.0,11.3,89,0.0
Tumkur,solar,2025-01-02T08:00,18.6,99,208.0,9.9,85,0.0
Tumkur,solar,2025-01-02T09:00,21.3,100,441.0,14.1,80,0.0
Tumkur,solar,2025-01-02T10:00,23.3,100,641.0,15.4,76,0.0
Tumkur,solar,2025-01-02T11:00,24.7,100,751.0,13.9,70,0.0
Tumkur,solar,2025-01-02T12:00,25.9,100,802.0,14.3,67,0.0
Tumkur,solar,2025-01-02T13:00,26.7,100,794.0,14.7,65,0.0
Tumkur,solar,2025-01-02T14:00,27.0,100,722.0,14.8,66,0.0
Tumkur,solar,2025-01-02T15:00,26.9,73,581.0,14.7,65,0.0
Tumkur,solar,2025-01-02T16:00,26.1,13,415.0,14.9,65,0.0
Tumkur,solar,2025-01-02T17:00,24.7,18,188.0,12.4,60,0.0
Tumkur,solar,2025-01-02T18:00,22.0,99,19.0,7.1,75,0.0
Tumkur,solar,2025-01-02T19:00,21.2,100,0.0,8.3,74,0.0
Tumkur,solar,2025-01-02T20:00,20.0,100,0.0,8.1,95,0.0
Tumkur,solar,2025-01-02T21:00,19.2,100,0.0,8.7,83,0.0
Tumkur,solar,2025-01-02T22:00,18.6,100,0.0,8.7,83,0.0
Tumkur,solar,2025-01-02T23:00,18.0,100,0.0,8.6,91,0.0
Tumkur,solar,2025-01-03T00:00,17.6,99,0.0,10.0,96,0.0
Tumkur,solar,2025-01-03T01:00,17.2,99,0.0,12.0,103,0.0
Tumkur,solar,2025-01-03T02:00,16.6,98,0.0,11.6,108,0.0
Tumkur,solar,2025-01-03T03:00,16.4,100,0.0,10.4,105,0.0
Tumkur,solar,2025-01-03T04:00,15.9,100,0.0,8.3,94,0.0
Tumkur,solar,2025-01-03T05:00,15.6,100,0.0,8.0,84,0.0
Tumkur,solar,2025-01-03T06:00,16.7,94,0.0,6.6,79,0.0
Tumkur,solar,2025-01-03T07:00,17.2,100,26.0,9.5,71,0.0
Tumkur,solar,2025-01-03T08:00,18.3,100,159.0,10.8,69,0.0
Tumkur,solar,2025-01-03T09:00,20.8,100,410.0,14.1,67,0.0
Tumkur,solar,2025-01-03T10:00,22.9,100,614.0,17.1,65,0.0
Tumkur,solar,2025-01-03T11:00,24.5,100,767.0,17.9,68,0.0
Tumkur,solar,2025-01-03T12:00,25.8,99,824.0,17.4,70,0.0
Tumkur,solar,2025-01-03T13:00,26.6,100,823.0,16.8,73,0.0
Tumkur,solar,2025-01-03T14:00,27.0,100,736.0,17.1,73,0.0
Tumkur,solar,2025-01-03T15:00,26.6,100,564.0,17.1,73,0.0
Tumkur,solar,2025-01-03T16:00,25.7,100,340.0,16.6,72,0.0
Tumkur,solar,2025-01-03T17:00,24.4,79,162.0,13.7,72,0.0
Tumkur,solar,2025-01-03T18:00,22.4,5,20.0,10.2,73,0.0
Tumkur,solar,2025-01-03T19:00,20.9,7,0.0,9.4,77,0.0
Tumkur,solar,2025-01-03T20:00,19.6,56,0.0,8.6,100,0.0
Tumkur,solar,2025-01-03T21:00,18.8,41,0.0,10.0,103,0.0
Tumkur,solar,2025-01-03T22:00,18.3,8,0.0,11.2,105,0.0
Tumkur,solar,2025-01-03T23:00,17.4,3,0.0,9.8,108,0.0
Tumkur,solar,2025-01-04T00:00,16.4,1,0.0,8.3,108,0.0
Tumkur,solar,2025-01-04T01:00,15.5,0,0.0,8.4,109,0.0
Tumkur,solar,2025-01-04T02:00,15.0,0,0.0,8.6,110,0.0
Tumkur,solar,2025-01-04T03:00,14.4,0,0.0,7.8,103,0.0
Tumkur,solar,2025-01-04T04:00,13.8,0,0.0,6.9,96,0.0
Tumkur,solar,2025-01-04T05:00,13.3,0,0.0,7.2,90,0.0
Tumkur,solar,2025-01-04T06:00,14.1,82,0.0,9.3,109,0.0
Tumkur,solar,2025-01-04T07:00,14.6,80,26.0,12.3,111,0.0
Tumkur,solar,2025-01-04T08:00,16.2,7,169.0,9.5,109,0.0
Tumkur,solar,2025-01-04T09:00,19.5,1,455.0,8.6,110,0.0
Tumkur,solar,2025-01-04T10:00,22.3,0,658.0,11.0,100,0.0
Tumkur,solar,2025-01-04T11:00,24.5,0,798.0,13.9,91,0.0
Tumkur,solar,2025-01-04T12:00,25.5,0,869.0,14.9,89,0.0
Tumkur,solar,2025-01-04T13:00,26.3,0,864.0,14.6,88,0.0
Tumkur,solar,2025-01-04T14:00,27.0,0,781.0,14.4,91,0.0
Tumkur,solar,2025-01-04T15:00,26.9,1,631.0,14.6,94,0.0
Tumkur,solar,2025-01-04T16:00,26.0,1,427.0,13.9,100,0.0
Tumkur,solar,2025-01-04T17:00,24.5,0,196.0,12.0,111,0.0
Tumkur,solar,2025-01-04T18:00,21.9,0,21.0,8.8,116,0.0
Tumkur,solar,2025-01-04T19:00,20.9,0,0.0,11.4,113,0.0
Tumkur,solar,2025-01-04T20:00,20.0,0,0.0,11.8,119,0.0
Tumkur,solar,2025-01-04T21:00,18.9,0,0.0,10.2,111,0.0
Tumkur,solar,2025-01-04T22:00,18.0,0,0.0,11.0,113,0.0
Tumkur,solar,2025-01-04T23:00,17.5,0,0.0,10.7,113,0.0
Tumkur,solar,2025-01-05T00:00,16.8,0,0.0,9.6,106,0.0
Tumkur,solar,2025-01-05T01:00,16.0,0,0.0,9.3,106,0.0
Tumkur,solar,2025-01-05T02:00,15.6,0,0.0,8.4,101,0.0
Tumkur,solar,2025-01-05T03:00,15.3,0,0.0,9.5,99,0.0
Tumkur,solar,2025-01-05T04:00,15.1,0,0.0,9.1,99,0.0
Tumkur,solar,2025-01-05T05:00,14.9,0,0.0,9.3,106,0.0
Tumkur,solar,2025-01-05T06:00,15.1,100,0.0,9.8,108,0.0
Tumkur,solar,2025-01-05T07:00,15.4,100,23.0,12.1,113,0.0
Tumkur,solar,2025-01-05T08:00,17.0,55,136.0,10.0,111,0.0
Tumkur,solar,2025-01-05T09:00,20.2,18,393.0,6.9,107,0.0
Tumkur,solar,2025-01-05T10:00,22.8,41,645.0,7.2,78,0.0
Tumkur,solar,2025-01-05T11:00,24.5,31,792.0,8.6,64,0.0
Tumkur,solar,2025-01-05T12:00,25.8,0,864.0,9.3,63,0.0
Tumkur,solar,2025-01-05T13:00,26.6,0,861.0,8.9,69,0.0
Tumkur,solar,2025-01-05T14:00,27.0,22,780.0,8.5,66,0.0
Tumkur,solar,2025-01-05T15:00,27.0,28,630.0,8.7,53,0.0
Tumkur,solar,2025-01-05T16:00,26.5,0,428.0,10.3,41,0.0
Tumkur,solar,2025-01-05T17:00,25.0,0,199.0,9.9,33,0.0
Tumkur,solar,2025-01-05T18:00,22.6,0,22.0,8.4,34,0.0
Tumkur,solar,2025-01-05T19:00,21.1,0,0.0,10.7,45,0.0
Tumkur,solar,2025-01-05T20:00,20.0,0,0.0,11.0,64,0.0
Tumkur,solar,2025-01-05T21:00,19.2,0,0.0,11.2,79,0.0
Tumkur,solar,2025-01-05T22:00,18.5,0,0.0,12.1,89,0.0
Tumkur,solar,2025-01-05T23:00,17.8,0,0.0,10.4,105,0.0
Tumkur,solar,2025-01-06T00:00,17.3,0,0.0,11.2,106,0.0
Tumkur,solar,2025-01-06T01:00,16.8,0,0.0,10.1,121,0.0
Tumkur,solar,2025-01-06T02:00,15.9,0,0.0,8.2,130,0.0
Tumkur,solar,2025-01-06T03:00,15.2,0,0.0,7.8,127,0.0
Tumkur,solar,2025-01-06T04:00,14.9,12,0.0,8.6,129,0.0
Tumkur,solar,2025-01-06T05:00,15.1,99,0.0,9.3,134,0.0
Tumkur,solar,2025-01-06T06:00,15.2,100,0.0,7.4,135,0.0
Tumkur,solar,2025-01-06T07:00,15.5,100,16.0,7.3,132,0.0
Tumkur,solar,2025-01-06T08:00,16.4,100,95.0,9.1,129,0.0
Tumkur,solar,2025-01-06T09:00,18.6,59,265.0,6.4,122,0.0
Tumkur,solar,2025-01-06T10:00,21.6,0,633.0,3.7,113,0.0
Tumkur,solar,2025-01-06T11:00,23.7,0,793.0,4.3,75,0.0
Tumkur,solar,2025-01-06T12:00,25.4,0,871.0,5.1,72,0.0
Tumkur,solar,2025-01-06T13:00,26.6,0,866.0,6.1,90,0.0
Tumkur,solar,2025-01-06T14:00,27.4,0,786.0,6.5,109,0.0
Tumkur,solar,2025-01-06T15:00,27.5,0,637.0,6.4,119,0.0
Tumkur,solar,2025-01-06T16:00,27.0,0,433.0,6.4,122,0.0
Tumkur,solar,2025-01-06T17:00,25.5,0,202.0,6.9,131,0.0
Tumkur,solar,2025-01-06T18:00,23.6,0,23.0,9.6,110,0.0
Tumkur,solar,2025-01-06T19:00,22.1,1,0.0,10.3,94,0.0
Tumkur,solar,2025-01-06T20:00,20.9,4,0.0,9.9,93,0.0
Tumkur,solar,2025-01-06T21:00,19.4,3,0.0,5.7,99,0.0
Tumkur,solar,2025-01-06T22:00,18.3,0,0.0,4.5,92,0.0
Tumkur,solar,2025-01-06T23:00,17.8,0,0.0,2.0,175,0.0
Tumkur,solar,2025-01-07T00:00,17.1,0,0.0,2.4,103,0.0
Tumkur,solar,2025-01-07T01:00,16.4,0,0.0,5.5,103,0.0
Tumkur,solar,2025-01-07T02:00,15.9,0,0.0,6.6,107,0.0
Tumkur,solar,2025-01-07T03:00,15.1,1,0.0,5.0,134,0.0
Tumkur,solar,2025-01-07T04:00,14.9,1,0.0,1.4,247,0.0
Tumkur,solar,2025-01-07T05:00,14.4,0,0.0,0.6,56,0.0
Tumkur,solar,2025-01-07T06:00,14.8,2,0.0,4.1,88,0.0
Tumkur,solar,2025-01-07T07:00,16.0,15,30.0,10.3,95,0.0
Tumkur,solar,2025-01-07T08:00,18.2,25,182.0,10.5,112,0.0
Tumkur,solar,2025-01-07T09:00,20.8,7,415.0,8.7,114,0.0
Tumkur,solar,2025-01-07T10:00,23.0,0,636.0,6.2,107,0.0
Tumkur,solar,2025-01-07T11:00,24.6,0,786.0,6.0,74,0.0
Tumkur,solar,2025-01-07T12:00,26.0,0,860.0,7.6,62,0.0
Tumkur,solar,2025-01-07T13:00,27.1,16,859.0,8.8,57,0.0
Tumkur,solar,2025-01-07T14:00,27.7,43,783.0,9.4,55,0.0
Tumkur,solar,2025-01-07T15:00,27.6,27,638.0,9.5,57,0.0
Tumkur,solar,2025-01-07T16:00,27.1,3,437.0,8.7,56,0.0
Tumkur,solar,2025-01-07T17:00,25.7,13,206.0,6.4,36,0.0
Tumkur,solar,2025-01-07T18:00,23.1,0,24.0,10.2,18,0.0
Tumkur,solar,2025-01-07T19:00,21.9,0,0.0,11.0,40,0.0
Tumkur,solar,2025-01-07T20:00,21.0,0,0.0,11.6,54,0.0
Tumkur,solar,2025-01-07T21:00,20.0,0,0.0,13.9,47,0.0
Tumkur,solar,2025-01-07T22:00,19.0,0,0.0,13.6,55,0.0
Tumkur,solar,2025-01-07T23:00,18.2,0,0.0,11.8,62,0.0
Tumkur,solar,2025-01-08T00:00,17.6,0,0.0,11.8,74,0.0
Tumkur,solar,2025-01-08T01:00,17.4,0,0.0,12.7,74,0.0
Tumkur,solar,2025-01-08T02:00,16.9,0,0.0,11.9,87,0.0
Tumkur,solar,2025-01-08T03:00,16.2,0,0.0,10.8,105,0.0
Tumkur,solar,2025-01-08T04:00,15.6,0,0.0,9.6,104,0.0
Tumkur,solar,2025-01-08T05:00,15.4,4,0.0,9.2,101,0.0
Tumkur,solar,2025-01-08T06:00,15.8,1,0.0,8.5,83,0.0
Tumkur,solar,2025-01-08T07:00,16.5,0,27.0,9.5,92,0.0
Tumkur,solar,2025-01-08T08:00,19.0,0,195.0,7.0,87,0.0
Tumkur,solar,2025-01-08T09:00,22.0,0,441.0,9.5,68,0.0
Tumkur,solar,2025-01-08T10:00,24.0,0,648.0,12.8,59,0.0
Tumkur,solar,2025-01-08T11:00,25.2,0,792.0,12.1,58,0.0
Tumkur,solar,2025-01-08T12:00,26.2,0,867.0,12.2,57,0.0
Tumkur,solar,2025-01-08T13:00,26.9,0,865.0,12.5,54,0.0
Tumkur,solar,2025-01-08T14:00,27.2,0,786.0,12.7,50,0.0
Tumkur,solar,2025-01-08T15:00,27.1,0,639.0,12.1,48,0.0
Tumkur,solar,2025-01-08T16:00,26.7,0,436.0,11.7,52,0.0
Tumkur,solar,2025-01-08T17:00,25.4,0,206.0,8.5,48,0.0
Tumkur,solar,2025-01-08T18:00,22.2,0,25.0,7.4,43,0.0
Tumkur,solar,2025-01-08T19:00,20.6,0,0.0,10.3,67,0.0
Tumkur,solar,2025-01-08T20:00,19.9,0,0.0,12.0,81,0.0
Tumkur,solar,2025-01-08T21:00,19.2,0,0.0,14.1,85,0.0
Tumkur,solar,2025-01-08T22:00,18.5,0,0.0,14.2,88,0.0
Tumkur,solar,2025-01-08T23:00,17.3,0,0.0,14.2,92,0.0
Tumkur,solar,2025-01-09T00:00,16.7,0,0.0,14.9,91,0.0
Tumkur,solar,2025-01-09T01:00,16.1,0,0.0,15.5,88,0.0
Tumkur,solar,2025-01-09T02:00,15.4,0,0.0,15.0,87,0.0
Tumkur,solar,2025-01-09T03:00,14.9,0,0.0,14.1,94,0.0
Tumkur,solar,2025-01-09T04:00,14.8,0,0.0,13.2,94,0.0
Tumkur,solar,2025-01-09T05:00,14.6,0,0.0,12.6,94,0.0
Tumkur,solar,2025-01-09T06:00,14.4,12,0.0,13.5,93,0.0
Tumkur,solar,2025-01-09T07:00,14.8,0,29.0,13.4,96,0.0
Tumkur,solar,2025-01-09T08:00,17.2,9,222.0,12.1,94,0.0
Tumkur,solar,2025-01-09T09:00,20.0,0,447.0,15.1,91,0.0
Tumkur,solar,2025-01-09T10:00,22.4,0,650.0,18.2,88,0.0
Tumkur,solar,2025-01-09T11:00,24.0,0,791.0,17.7,88,0.0
Tumkur,solar,2025-01-09T12:00,25.2,5,860.0,17.1,92,0.0
Tumkur,solar,2025-01-09T13:00,25.8,3,845.0,17.1,99,0.0
Tumkur,solar,2025-01-09T14:00,26.4,2,762.0,16.3,100,0.0
Tumkur,solar,2025-01-09T15:00,26.5,0,620.0,15.4,104,0.0
Tumkur,solar,2025-01-09T16:00,26.0,2,424.0,14.1,107,0.0
Tumkur,solar,2025-01-09T17:00,25.1,21,196.0,12.2,106,0.0
Tumkur,solar,2025-01-09T18:00,23.0,33,21.0,6.0,107,0.0
Tumkur,solar,2025-01-09T19:00,22.4,4,0.0,14.7,101,0.0
Tumkur,solar,2025-01-09T20:00,21.4,3,0.0,15.0,120,0.0
Tumkur,solar,2025-01-09T21:00,20.3,3,0.0,15.4,117,0.0
Tumkur,solar,2025-01-09T22:00,19.5,4,0.0,12.6,99,0.0
Tumkur,solar,2025-01-09T23:00,18.8,7,0.0,12.5,98,0.0
Tumkur,solar,2025-01-10T00:00,18.1,8,0.0,12.8,101,0.0
Tumkur,solar,2025-01-10T01:00,17.6,8,0.0,11.8,97,0.0
Tumkur,solar,2025-01-10T02:00,17.0,2,0.0,11.3,89,0.0
Tumkur,solar,2025-01-10T03:00,16.5,0,0.0,11.4,85,0.0
Tumkur,solar,2025-01-10T04:00,16.0,0,0.0,12.8,85,0.0
Tumkur,solar,2025-01-10T05:00,15.7,0,0.0,12.8,84,0.0
Tumkur,solar,2025-01-10T06:00,15.6,0,0.0,10.8,85,0.0
Tumkur,solar,2025-01-10T07:00,16.2,43,28.0,13.7,87,0.0
Tumkur,solar,2025-01-10T08:00,18.2,15,178.0,13.7,95,0.0
Tumkur,solar,2025-01-10T09:00,20.8,28,422.0,11.7,94,0.0
Tumkur,solar,2025-01-10T10:00,23.1,80,624.0,12.3,94,0.0
Tumkur,solar,2025-01-10T11:00,24.8,75,764.0,10.8,95,0.0
Tumkur,solar,2025-01-10T12:00,26.1,23,842.0,10.7,106,0.0
Tumkur,solar,2025-01-10T13:00,27.2,16,835.0,10.2,124,0.0
Tumkur,solar,2025-01-10T14:00,28.2,7,765.0,8.8,141,0.0
Tumkur,solar,2025-01-10T15:00,28.5,7,626.0,7.4,154,0.0
Tumkur,solar,2025-01-10T16:00,28.2,9,410.0,5.8,187,0.0
Tumkur,solar,2025-01-10T17:00,27.2,6,198.0,6.6,123,0.0
Tumkur,solar,2025-01-10T18:00,23.8,12,20.0,12.6,116,0.0
Tumkur,solar,2025-01-10T19:00,22.2,6,0.0,14.4,116,0.0
Tumkur,solar,2025-01-10T20:00,21.1,1,0.0,16.4,121,0.0
Tumkur,solar,2025-01-10T21:00,20.4,1,0.0,14.2,116,0.0
Tumkur,solar,2025-01-10T22:00,19.6,0,0.0,13.1,113,0.0
Tumkur,solar,2025-01-10T23:00,19.1,0,0.0,13.0,114,0.0
Tumkur,solar,2025-01-11T00:00,18.4,0,0.0,10.2,121,0.0
Tumkur,solar,2025-01-11T01:00,17.5,28,0.0,5.8,106,0.0
Tumkur,solar,2025-01-11T02:00,17.8,100,0.0,8.3,108,0.0
Tumkur,solar,2025-01-11T03:00,18.1,100,0.0,12.2,110,0.0
Tumkur,solar,2025-01-11T04:00,18.6,100,0.0,12.6,107,0.0
Tumkur,solar,2025-01-11T05:00,19.1,100,0.0,11.6,109,0.0
Tumkur,solar,2025-01-11T06:00,19.0,100,0.0,10.9,103,0.0
Tumkur,solar,2025-01-11T07:00,19.1,97,14.0,12.4,99,0.0
Tumkur,solar,2025-01-11T08:00,20.1,90,109.0,14.1,107,0.0
Tumkur,solar,2025-01-11T09:00,21.9,100,264.0,11.9,112,0.0
Tumkur,solar,2025-01-11T10:00,24.2,99,506.0,7.9,111,0.0
Tumkur,solar,2025-01-11T11:00,25.6,19,712.0,6.0,93,0.0
Tumkur,solar,2025-01-11T12:00,27.5,98,800.0,8.0,104,0.0
Tumkur,solar,2025-01-11T13:00,28.5,100,739.0,8.5,115,0.0
Tumkur,solar,2025-01-11T14:00,28.7,100,608.0,9.5,123,0.0
Tumkur,solar,2025-01-11T15:00,28.5,100,505.0,9.7,125,0.0
Tumkur,solar,2025-01-11T16:00,28.0,91,339.0,8.4,133,0.0
Tumkur,solar,2025-01-11T17:00,27.4,28,176.0,7.6,155,0.0
Tumkur,solar,2025-01-11T18:00,23.6,80,24.0,13.6,113,0.0
Tumkur,solar,2025-01-11T19:00,23.0,69,0.0,12.9,97,0.0
Tumkur,solar,2025-01-11T20:00,22.2,100,0.0,13.9,96,0.0
Tumkur,solar,2025-01-11T21:00,21.6,100,0.0,13.4,95,0.0
Tumkur,solar,2025-01-11T22:00,20.5,100,0.0,12.5,96,0.0
Tumkur,solar,2025-01-11T23:00,19.5,100,0.0,11.2,90,0.0
Tumkur,solar,2025-01-12T00:00,18.9,98,0.0,11.0,93,0.0
Tumkur,solar,2025-01-12T01:00,18.4,100,0.0,11.2,100,0.0
Tumkur,solar,2025-01-12T02:00,18.5,100,0.0,12.0,99,0.0
Tumkur,solar,2025-01-12T03:00,18.6,100,0.0,11.9,110,0.0
Tumkur,solar,2025-01-12T04:00,18.8,100,0.0,9.9,115,0.0
Tumkur,solar,2025-01-12T05:00,19.0,100,0.0,6.6,119,0.0
Tumkur,solar,2025-01-12T06:00,17.5,98,0.0,3.2,146,0.0
Tumkur,solar,2025-01-12T07:00,17.9,98,27.0,5.9,135,0.0
Tumkur,solar,2025-01-12T08:00,19.6,88,201.0,6.9,107,0.0
Tumkur,solar,2025-01-12T09:00,21.8,35,432.0,7.6,97,0.0
Tumkur,solar,2025-01-12T10:00,23.9,14,621.0,7.9,91,0.0
Tumkur,solar,2025-01-12T11:00,25.8,0,772.0,7.2,84,0.0
Tumkur,solar,2025-01-12T12:00,27.1,24,846.0,7.2,72,0.0
Tumkur,solar,2025-01-12T13:00,28.1,25,849.0,8.1,66,0.0
Tumkur,solar,2025-01-12T14:00,28.9,29,769.0,8.2,76,0.0
Tumkur,solar,2025-01-12T15:00,29.2,44,603.0,7.4,116,0.0
Tumkur,solar,2025-01-12T16:00,28.9,80,387.0,8.1,135,0.0
Tumkur,solar,2025-01-12T17:00,27.5,70,176.0,5.7,136,0.0
Tumkur,solar,2025-01-12T18:00,24.2,83,26.0,3.7,55,0.0
Tumkur,solar,2025-01-12T19:00,23.9,26,0.0,11.5,35,0.0
Tumkur,solar,2025-01-12T20:00,23.4,27,0.0,11.5,65,0.0
Tumkur,solar,2025-01-12T21:00,22.0,22,0.0,11.5,94,0.0
Tumkur,solar,2025-01-12T22:00,21.0,4,0.0,12.8,101,0.0
Tumkur,solar,2025-01-12T23:00,19.9,7,0.0,11.6,103,0.0
Tumkur,solar,2025-01-13T00:00,19.1,100,0.0,11.5,104,0.0
Tumkur,solar,2025-01-13T01:00,19.1,100,0.0,11.0,108,0.0
Tumkur,solar,2025-01-13T02:00,19.5,100,0.0,11.2,111,0.0
Tumkur,solar,2025-01-13T03:00,19.7,100,0.0,10.7,110,0.0
Tumkur,solar,2025-01-13T04:00,19.6,100,0.0,10.0,107,0.0
Tumkur,solar,2025-01-13T05:00,19.6,100,0.0,9.7,112,0.0
Tumkur,solar,2025-01-13T06:00,20.0,100,0.0,8.4,105,0.0
Tumkur,solar,2025-01-13T07:00,20.2,96,14.0,9.0,91,0.0
Tumkur,solar,2025-01-13T08:00,21.2,30,148.0,11.3,76,0.0
Tumkur,solar,2025-01-13T09:00,23.6,45,391.0,13.6,75,0.0
Tumkur,solar,2025-01-13T10:00,25.5,46,561.0,13.3,74,0.0
Tumkur,solar,2025-01-13T11:00,26.6,99,631.0,13.3,67,0.0
Tumkur,solar,2025-01-13T12:00,26.9,100,469.0,12.9,63,0.0
Tumkur,solar,2025-01-13T13:00,27.5,34,521.0,13.0,62,0.0
Tumkur,solar,2025-01-13T14:00,28.0,6,549.0,11.9,56,0.0
Tumkur,solar,2025-01-13T15:00,28.5,12,578.0,11.5,50,0.0
Tumkur,solar,2025-01-13T16:00,27.5,52,413.0,15.8,56,0.2
Tumkur,solar,2025-01-13T17:00,24.8,50,165.0,15.9,70,0.2
Tumkur,solar,2025-01-13T18:00,23.4,50,24.0,11.2,66,0.0
Tumkur,solar,2025-01-13T19:00,22.8,17,0.0,13.0,76,0.0
Tumkur,solar,2025-01-13T20:00,21.8,21,0.0,13.9,91,0.0
Tumkur,solar,2025-01-13T21:00,21.2,18,0.0,13.3,93,0.0
Tumkur,solar,2025-01-13T22:00,20.6,32,0.0,12.1,93,0.0
Tumkur,solar,2025-01-13T23:00,20.1,60,0.0,9.3,106,0.1
Tumkur,solar,2025-01-14T00:00,20.1,100,0.0,8.8,99,0.0
Tumkur,solar,2025-01-14T01:00,20.2,100,0.0,11.9,95,0.0
Tumkur,solar,2025-01-14T02:00,20.5,99,0.0,10.6,89,0.0
Tumkur,solar,2025-01-14T03:00,20.1,100,0.0,11.5,94,0.0
Tumkur,solar,2025-01-14T04:00,20.1,100,0.0,12.3,94,0.0
Tumkur,solar,2025-01-14T05:00,20.1,100,0.0,11.8,97,0.0
Tumkur,solar,2025-01-14T06:00,19.3,99,0.0,9.6,84,0.0
Tumkur,solar,2025-01-14T07:00,19.7,100,22.0,12.1,86,0.0
Tumkur,solar,2025-01-14T08:00,21.3,100,157.0,16.2,94,0.0
Tumkur,solar,2025-01-14T09:00,23.0,100,299.0,17.3,94,0.0
Tumkur,solar,2025-01-14T10:00,24.5,100,494.0,16.0,92,0.1
Tumkur,solar,2025-01-14T11:00,25.9,79,657.0,16.0,88,0.0
Tumkur,solar,2025-01-14T12:00,27.0,84,760.0,15.2,83,0.1
Tumkur,solar,2025-01-14T13:00,26.4,96,661.0,17.7,84,0.2
Tumkur,solar,2025-01-14T14:00,26.5,99,560.0,15.7,87,0.1
Tumkur,solar,2025-01-14T15:00,26.7,23,404.0,15.6,82,0.0
Tumkur,solar,2025-01-14T16:00,27.0,24,401.0,15.2,84,0.0
Tumkur,solar,2025-01-14T17:00,25.7,82,183.0,16.2,78,0.0
Tumkur,solar,2025-01-14T18:00,23.8,100,25.0,15.0,93,0.0
Tumkur,solar,2025-01-14T19:00,22.7,99,0.0,16.4,89,0.0
Tumkur,solar,2025-01-14T20:00,21.6,62,0.0,14.3,96,0.0
Tumkur,solar,2025-01-14T21:00,20.8,37,0.0,13.4,98,0.0
Tumkur,solar,2025-01-14T22:00,20.1,37,0.0,13.7,95,0.0
Tumkur,solar,2025-01-14T23:00,19.4,93,0.0,13.5,92,0.0
Tumkur,solar,2025-01-15T00:00,18.6,100,0.0,12.8,91,0.0
Tumkur,solar,2025-01-15T01:00,17.9,99,0.0,12.1,95,0.0
Tumkur,solar,2025-01-15T02:00,17.2,3,0.0,11.2,100,0.0
Tumkur,solar,2025-01-15T03:00,16.9,84,0.0,10.7,98,0.0
Tumkur,solar,2025-01-15T04:00,16.6,16,0.0,10.1,95,0.0
Tumkur,solar,2025-01-15T05:00,16.5,100,0.0,11.5,98,0.0
Tumkur,solar,2025-01-15T06:00,17.0,99,0.0,12.8,88,0.0
Tumkur,solar,2025-01-15T07:00,17.7,21,18.0,14.4,89,0.0
Tumkur,solar,2025-01-15T08:00,19.2,27,188.0,15.0,84,0.0
Tumkur,solar,2025-01-15T09:00,21.4,31,399.0,17.5,85,0.0
Tumkur,solar,2025-01-15T10:00,23.3,99,529.0,17.5,86,0.0
Tumkur,solar,2025-01-15T11:00,24.5,100,469.0,16.2,89,0.0
